Instance, X-n376-k94
capacity, 4
min_trucks, 94
output_file, output_uchoa/X-n376-k94-cyc2.log
Start date, 2022-07-02
Start time, 10-41-21
capacity, 4
num_vehicles, 94
abort_early, False
methods, ['cyc2']
max_vars, 100
time_limit, 86400
farley, False
ESPPRC_heur, True
initial time, initial max_it, max_stale_it
1, 20000.0, 20
heuristic Number of routes, heuristic Best Solution Value, heuristic number of iterations, adjusted time, adjusted max_it, measured total time
9271, 147883.0, 5539, 1, 20000.0, 5625.0
method, python time, total time, propagated dominance time, unpropagated dominance time, pricing_success, upper_bound, lower_bound, abort_early, num_paths, 
ESPPRC_heur, -0.0, 0.1, 0.0, 0.0, 0, 147387.7152, 84435.4879, True, 376
ESPPRC_heur, -0.0, 0.1, 0.0, 0.0, 0, 147387.7152, 136163.2606, True, 186
ESPPRC_heur, -0.0, 0.1, 0.0, 0.0, 0, 147356.1344, 144066.1344, True, 96
ESPPRC_heur, -0.0, 0.1, 0.0, 0.0, 0, 147311.4417, 145619.4417, True, 40
ESPPRC_heur, -0.0, 0.1, 0.0, 0.0, 0, 147306.6226, 143029.6226, True, 20
ESPPRC_heur, -0.0, 0.1, 0.0, 0.0, 0, 147305.6904, 145449.1904, True, 7
ESPPRC_heur, -0.0, 0.1, 0.0, 0.0, 0, 147304.2154, 146458.2154, True, 2
cyc2, -0.0, 0.5, 0.0, 0.0, 1, 147304.2154, 141327.382, 0, 289
ESPPRC_heur, -0.0, 0.1, 0.0, 0.0, 0, 147166.7847, 144540.0069, True, 40
ESPPRC_heur, -0.0, 0.1, 0.0, 0.0, 0, 147142.8301, 146390.8301, True, 7
cyc2, -0.0, 0.5, 0.0, 0.0, 1, 147140.1218, 144132.1218, 0, 181
ESPPRC_heur, -0.0, 0.1, 0.0, 0.0, 0, 147084.9993, 144960.5993, True, 19
ESPPRC_heur, -0.0, 0.1, 0.0, 0.0, 0, 147081.116, 147005.916, True, 1
cyc2, -0.0, 0.5, 0.0, 0.0, 1, 147081.116, 144956.716, 0, 106
ESPPRC_heur, -0.0, 0.1, 0.0, 0.0, 0, 147065.2306, 146971.2306, True, 3
cyc2, -0.0, 0.5, 0.0, 0.0, 1, 147065.2306, 145392.0306, 0, 23
ESPPRC_heur, -0.0, 0.1, 0.0, 0.0, 0, 147064.6167, 146688.6167, True, 1
cyc2, -0.0, 0.5, 0.0, 0.0, 1, 147064.6167, 146994.1167, 0, 2
cyc2, -0.0, 0.5, 0.0, 0.0, 1, 147064.6042, 147064.6042, 0, 0
scip_total_time, 5630.693969
Solval, number of paths, impact cutoff
147064.60416666666, 218, 0.0001
Elementary, 2-Cycle, Path Value, Path
True, True, 1.0, (0, 167, 217, 147, 122, 0)
True, True, 0.4667, (0, 39, 242, 230, 43, 0)
True, True, 1.0, (0, 231, 90, 152, 358, 0)
True, True, 1.0, (0, 107, 111, 118, 23, 0)
True, True, 0.5, (0, 275, 317, 93, 211, 0)
True, True, 1.0, (0, 129, 18, 3, 41, 0)
True, True, 0.5, (0, 73, 236, 253, 140, 0)
True, True, 1.0, (0, 179, 79, 146, 164, 0)
True, True, 0.5, (0, 42, 278, 209, 201, 0)
True, True, 0.2917, (0, 355, 62, 172, 176, 0)
True, True, 0.5, (0, 115, 346, 254, 359, 0)
True, True, 1.0, (0, 20, 269, 295, 38, 0)
True, True, 0.5, (0, 327, 125, 136, 104, 0)
True, True, 1.0, (0, 87, 288, 354, 46, 0)
True, True, 0.3333, (0, 168, 309, 132, 54, 0)
True, True, 1.0, (0, 220, 177, 274, 143, 0)
True, True, 0.5, (0, 11, 351, 237, 196, 0)
True, True, 0.5, (0, 366, 329, 203, 47, 0)
True, True, 0.375, (0, 148, 84, 1, 306, 0)
True, True, 0.5, (0, 362, 71, 141, 267, 0)
True, True, 0.5, (0, 70, 216, 219, 225, 0)
True, True, 1.0, (0, 369, 52, 289, 101, 0)
True, True, 0.5, (0, 241, 251, 156, 86, 0)
True, True, 0.0847, (0, 19, 13, 277, 187, 0)
True, True, 0.4167, (0, 99, 6, 53, 348, 0)
True, True, 1.0, (0, 249, 56, 67, 322, 0)
True, True, 0.75, (0, 332, 265, 189, 113, 0)
True, True, 1.0, (0, 2, 153, 10, 169, 0)
True, True, 0.75, (0, 280, 340, 342, 35, 0)
True, True, 0.25, (0, 344, 204, 355, 233, 0)
True, True, 1.0, (0, 4, 138, 229, 276, 0)
True, True, 0.625, (0, 1, 306, 356, 283, 0)
True, True, 0.25, (0, 341, 130, 192, 351, 0)
True, True, 1.0, (0, 364, 297, 282, 12, 0)
True, True, 0.5, (0, 171, 65, 245, 96, 0)
True, True, 0.5, (0, 24, 180, 367, 350, 0)
True, True, 1.0, (0, 292, 124, 243, 77, 0)
True, True, 0.5, (0, 293, 135, 284, 320, 0)
True, True, 0.5, (0, 299, 30, 55, 300, 0)
True, True, 1.0, (0, 250, 178, 198, 331, 0)
True, True, 0.45, (0, 193, 287, 133, 97, 0)
True, True, 1.0, (0, 318, 60, 357, 121, 0)
True, True, 0.25, (0, 278, 209, 201, 57, 0)
True, True, 0.375, (0, 283, 356, 145, 142, 0)
True, True, 0.3056, (0, 372, 279, 311, 40, 0)
True, True, 0.25, (0, 144, 336, 75, 335, 0)
True, True, 0.25, (0, 272, 162, 165, 312, 0)
True, True, 0.5, (0, 374, 190, 32, 139, 0)
True, True, 0.3389, (0, 40, 9, 311, 279, 0)
True, True, 0.5847, (0, 187, 19, 228, 261, 0)
True, True, 0.4167, (0, 260, 15, 103, 210, 0)
