Instance, X-n401-k29
capacity, 745
min_trucks, 29
output_file, output_uchoa/X-n401-k29-SPPRC.log
Start date, 2022-07-03
Start time, 00-20-24
capacity, 745
num_vehicles, 29
abort_early, False
methods, ['SPPRC']
max_vars, 100
time_limit, 86400
farley, False
ESPPRC_heur, True
initial time, initial max_it, max_stale_it
1, 20000.0, 20
heuristic Number of routes, heuristic Best Solution Value, heuristic number of iterations, adjusted time, adjusted max_it, measured total time
504930, 66531.0, 20000, 1, 20000.0, 41840.4
method, python time, total time, propagated dominance time, unpropagated dominance time, pricing_success, upper_bound, lower_bound, abort_early, num_paths, 
SPPRC, 0.3, 2104.7, 2031.3, 66.4, 1, 65611.9638, -44574.4035, 0, 134511
SPPRC, 0.2, 979.8, 925.9, 48.9, 1, 65611.9638, -125.8399, 0, 66580
SPPRC, 0.2, 919.8, 877.4, 38.2, 1, 65611.9638, 9578.5545, 0, 62012
SPPRC, 0.1, 1278.7, 1232.8, 40.4, 1, 65601.6153, -32368.0901, 0, 99533
SPPRC, 0.2, 1072.6, 1037.3, 30.5, 1, 65601.6153, -25659.1116, 0, 87257
SPPRC, 0.1, 754.1, 721.5, 28.1, 1, 65601.6153, 25502.2403, 0, 33736
SPPRC, 0.1, 776.4, 740.3, 32.0, 1, 65601.6153, 36970.1211, 0, 25407
SPPRC, 0.1, 740.5, 712.0, 24.6, 1, 65601.6153, 26470.5539, 0, 34506
SPPRC, 0.1, 815.9, 782.6, 28.9, 1, 65601.607, 28212.8171, 0, 37047
SPPRC, 0.3, 466.0, 449.4, 13.8, 1, 65570.0232, -12380.5976, 0, 49950
SPPRC, 0.1, 795.7, 757.3, 34.4, 1, 65562.5447, 28424.1441, 0, 26342
SPPRC, 0.2, 1110.4, 1057.6, 46.5, 1, 65562.3912, 35948.2542, 0, 36090
SPPRC, 0.2, 755.0, 717.3, 32.6, 1, 65559.4982, 38987.3987, 0, 27112
SPPRC, 0.1, 776.6, 736.9, 34.4, 1, 65559.4982, 44242.7933, 0, 22180
SPPRC, 0.3, 1108.1, 1055.4, 46.4, 1, 65551.72, 34708.9566, 0, 36054
SPPRC, 0.1, 848.6, 805.3, 37.8, 1, 65551.3548, 44149.5773, 0, 22272
SPPRC, 0.1, 827.8, 785.6, 36.8, 1, 65549.9512, 41284.6587, 0, 27683
SPPRC, 0.1, 769.5, 729.9, 34.5, 1, 65545.647, 48321.8894, 0, 19178
SPPRC, 0.2, 777.2, 738.4, 33.6, 1, 65516.4777, 50671.6508, 0, 18579
SPPRC, 0.1, 845.5, 804.6, 35.6, 1, 65490.5392, 50181.9775, 0, 18519
SPPRC, 0.1, 817.1, 779.3, 33.2, 1, 65489.8235, 48205.1306, 0, 21509
SPPRC, 0.2, 1193.6, 1130.1, 57.4, 1, 65486.1445, 36389.1346, 0, 38379
SPPRC, 0.2, 882.3, 842.5, 35.8, 1, 65486.1445, 44072.9636, 0, 25293
SPPRC, 0.1, 932.9, 895.0, 33.8, 1, 65485.2696, 49553.2845, 0, 21340
SPPRC, 0.1, 844.1, 807.2, 32.4, 1, 65467.4355, 35314.0554, 0, 23033
SPPRC, 0.2, 788.7, 756.4, 27.9, 1, 65441.612, 46048.3682, 0, 22493
SPPRC, 0.1, 757.0, 723.8, 28.5, 1, 65435.3316, 42445.4188, 0, 21180
SPPRC, 0.1, 1471.3, 1400.6, 65.1, 1, 65416.7186, 32600.8108, 0, 53495
SPPRC, 0.2, 1031.9, 992.5, 34.5, 1, 65416.7186, 40583.4425, 0, 29669
SPPRC, 0.1, 773.6, 740.8, 28.7, 1, 65403.9067, 51837.1314, 0, 18894
SPPRC, 0.4, 1160.3, 1092.2, 62.9, 1, 65390.7335, 27885.6931, 0, 48153
SPPRC, 0.1, 780.5, 741.3, 34.8, 1, 65390.6699, 45140.3533, 0, 20608
SPPRC, 0.1, 804.4, 767.2, 33.3, 1, 65384.487, 49252.3433, 0, 18705
SPPRC, 0.1, 660.1, 626.5, 30.2, 1, 65377.8137, 49723.6383, 0, 12193
SPPRC, 0.1, 720.9, 684.4, 32.6, 1, 65370.0828, 48603.7859, 0, 16608
SPPRC, 0.1, 822.6, 785.9, 32.7, 1, 65369.3633, 53109.2318, 0, 14301
SPPRC, 0.1, 697.3, 664.3, 29.5, 1, 65350.1907, 49996.1201, 0, 12743
SPPRC, 0.1, 660.6, 629.4, 27.7, 1, 65329.6977, 55321.9647, 0, 11345
SPPRC, 0.0, 671.2, 641.2, 26.4, 1, 65283.7166, 44099.1978, 0, 14899
SPPRC, 0.1, 806.9, 773.1, 29.8, 1, 65283.7166, 52304.1767, 0, 16678
SPPRC, 0.0, 686.9, 655.2, 28.0, 1, 65283.7166, 56762.8805, 0, 10848
SPPRC, 0.1, 717.1, 686.7, 26.7, 1, 65274.4127, 53329.2332, 0, 13491
SPPRC, 0.1, 668.8, 637.9, 27.3, 1, 65274.1265, 56894.6103, 0, 11740
SPPRC, 0.1, 842.4, 803.7, 34.7, 1, 65267.9935, 42164.1922, 0, 24486
SPPRC, 0.1, 708.7, 677.4, 27.6, 1, 65267.967, 53709.3211, 0, 14297
SPPRC, 0.1, 689.4, 658.3, 27.5, 1, 65266.9089, 55096.8162, 0, 12857
SPPRC, 0.1, 668.1, 637.8, 26.8, 1, 65261.3302, 49653.0371, 0, 16435
SPPRC, 0.1, 643.5, 614.8, 25.2, 1, 65259.6996, 47965.5341, 0, 17711
SPPRC, 0.1, 665.3, 634.6, 27.3, 1, 65254.8991, 57210.5233, 0, 11848
SPPRC, 0.1, 670.0, 639.0, 27.5, 1, 65254.3203, 54307.3595, 0, 12106
