Instance, E-n76-k8
capacity, 180
min_trucks, 8
output_file, output_farley/E-n76-k8-SPPRC.log
Start date, 2022-07-07
Start time, 12-58-51
capacity, 180
num_vehicles, 8
abort_early, False
methods, ['SPPRC']
max_vars, 100
time_limit, 43200
farley, True
ESPPRC_heur, True
initial time, initial max_it, max_stale_it
1, 20000.0, 20
heuristic Number of routes, heuristic Best Solution Value, heuristic number of iterations, adjusted time, adjusted max_it, measured total time
55, 735.0, 87, 1, 20000.0, 93.8
method, python time, total time, propagated dominance time, unpropagated dominance time, pricing_success, upper_bound, lower_bound, abort_early, num_paths, 
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 735.0, -3633.0, 0, 1245
Farley, 0.0, 3.5, 2.7, 0.6, 0, 735.0, 216.7308, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 735.0, -2545.0, 0, 1079
Farley, 0.0, 8.2, 6.2, 1.8, 0, 735.0, 234.5745, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 735.0, -2705.0, 0, 1283
Farley, 0.1, 4.0, 3.1, 0.8, 0, 735.0, 159.8476, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 735.0, -4705.0, 0, 724
Farley, 0.1, 1.5, 1.2, 0.2, 0, 735.0, 156.8, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 735.0, -4895.4124, 0, 815
Farley, 0.1, 1.6, 1.3, 0.3, 0, 735.0, 183.75, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 735.0, -2295.8571, 0, 1073
Farley, 0.1, 8.2, 6.3, 1.7, 0, 735.0, 234.5745, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 735.0, -1409.0, 0, 1290
Farley, 0.1, 2.0, 1.6, 0.4, 0, 735.0, 236.8085, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 735.0, -2661.0, 0, 1464
Farley, 0.1, 3.5, 2.9, 0.5, 0, 735.0, 235.6489, 0, Not Applicable
SPPRC, 0.0, 0.0, 0.0, 0.0, 1, 735.0, -5025.0, 0, 767
Farley, 0.0, 4.2, 3.4, 0.7, 0, 735.0, 121.0789, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 735.0, -7499.087, 0, 1060
Farley, 0.1, 72.6, 61.3, 11.0, 0, 735.0, 153.6356, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 735.0, -3237.9544, 0, 2606
Farley, 0.1, 5.6, 4.6, 0.9, 0, 735.0, 175.9859, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 735.0, -1830.0496, 0, 1660
Farley, 0.1, 9.9, 8.1, 1.7, 0, 735.0, 217.7778, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 735.0, -1849.2532, 0, 1797
Farley, 0.1, 9.6, 7.9, 1.5, 0, 735.0, 235.6489, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 735.0, -1231.8914, 0, 1565
Farley, 0.1, 425.1, 352.2, 72.2, 0, 735.0, 235.6489, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 735.0, -3130.3333, 0, 1848
Farley, 0.1, 295.4, 263.2, 31.6, 0, 735.0, 252.9824, 0, Not Applicable
SPPRC, 0.0, 0.0, 0.0, 0.0, 1, 735.0, -1617.9947, 0, 1401
Farley, 0.1, 12.8, 10.5, 2.2, 0, 735.0, 202.6989, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 735.0, -5511.3681, 0, 1406
Farley, 0.1, 16.4, 13.7, 2.5, 0, 735.0, 178.2558, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 735.0, -3677.6796, 0, 2321
Farley, 0.1, 841.4, 749.0, 91.3, 0, 735.0, 178.2558, 0, Not Applicable
SPPRC, 0.0, 0.0, 0.0, 0.0, 1, 735.0, -1097.0, 0, 1327
Farley, 0.1, 25.1, 20.1, 4.8, 0, 735.0, 258.8028, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 735.0, -3251.124, 0, 1986
Farley, 0.1, 340.4, 296.2, 43.5, 0, 735.0, 129.1924, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 735.0, -2279.725, 0, 2183
Farley, 0.2, 14503.9, 12752.9, 1744.5, 0, 735.0, 174.8202, 0, Not Applicable
SPPRC, 0.0, 0.1, 0.0, 0.0, 1, 735.0, -3865.623, 0, 3420
Farley, 0.1, 474.6, 403.1, 70.8, 0, 735.0, 88.6078, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 735.0, -663.9952, 0, 1504
Farley, 0.2, 22374.6, 19573.5, 2792.1, 0, 735.0, 222.6612, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 735.0, -136.8214, 0, 1631
Farley, 0.2, 18063.8, 15709.8, 2346.6, 0, 735.0, 292.5953, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 735.0, -467.5747, 0, 1574
Farley, 0.2, 7844.4, 6794.6, 1045.1, 0, 735.0, 296.7536, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 735.0, -1118.1945, 0, 1565
Farley, 0.1, 7165.2, 6232.5, 928.9, 0, 735.0, 247.4128, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 735.0, 22.8438, 0, 1737
Farley, 0.2, 32761.9, 28094.7, 4657.1, 0, 735.0, 296.7731, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 735.0, -680.8528, 0, 1793
Farley, 0.1, 1252.7, 1097.4, 154.1, 0, 735.0, 326.324, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 735.0, -572.7232, 0, 1747
Farley, 0.2, 11212.1, 9796.0, 1410.7, 0, 735.0, 267.7308, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 735.0, -246.0047, 0, 1682
Farley, 0.2, 6364.0, 5584.8, 774.9, 0, 735.0, 370.5529, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 735.0, -172.5541, 0, 2039
Farley, 0.2, 10117.3, 8738.4, 1373.9, 0, 735.0, 330.6841, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 735.0, -388.4759, 0, 2057
Farley, 0.2, 43201.1, 35210.3, 7980.6, 1, 735.0, 330.6841, 1, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 735.0, -122.0393, 0, 1794
Farley, 0.2, 30766.0, 26967.1, 3789.7, 0, 735.0, 332.8974, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 735.0, -571.6199, 0, 2177
Farley, 0.2, 43201.0, 36211.0, 6980.5, 1, 735.0, 332.8974, 1, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 735.0, -904.55, 0, 1691
Farley, 0.1, 6788.8, 5904.8, 880.8, 0, 735.0, 237.9185, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 735.0, -1497.2829, 0, 2555
Farley, 0.1, 2141.5, 1950.6, 189.1, 0, 735.0, 197.4019, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 735.0, -1343.093, 0, 2672
Farley, 0.1, 1239.8, 1113.7, 124.8, 0, 735.0, 228.4336, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 735.0, -2597.6732, 0, 2779
Farley, 0.1, 47.9, 39.6, 7.9, 0, 735.0, 173.427, 0, Not Applicable
SPPRC, -0.0, 0.1, 0.0, 0.0, 1, 735.0, -851.2387, 0, 3896
Farley, 0.1, 1597.9, 1431.6, 164.8, 0, 735.0, 237.5897, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 735.0, -1230.9892, 0, 2539
Farley, 0.1, 312.3, 284.9, 26.7, 0, 735.0, 238.9999, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 735.0, -331.5879, 0, 1606
Farley, 0.1, 1733.7, 1549.7, 182.4, 0, 735.0, 279.7386, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 735.0, -105.7207, 0, 2081
Farley, 0.1, 6637.0, 5972.2, 661.0, 0, 735.0, 356.9452, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 734.514, -714.9132, 0, 1830
Farley, 0.1, 2208.3, 1854.2, 352.2, 0, 734.514, 260.8074, 0, Not Applicable
SPPRC, -0.0, 0.1, 0.0, 0.0, 1, 733.9467, 44.7811, 0, 1945
Farley, 0.2, 4341.2, 3796.0, 542.3, 0, 733.9467, 361.7331, 0, Not Applicable
SPPRC, -0.0, 0.1, 0.0, 0.0, 1, 733.32, 279.4925, 0, 1621
Farley, 0.2, 4882.0, 4312.0, 566.9, 0, 733.32, 329.2121, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 728.7834, 22.9705, 0, 2018
Farley, 0.1, 2439.1, 2185.2, 251.8, 0, 728.7834, 384.3062, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 728.7795, 356.3771, 0, 1206
Farley, 0.2, 7682.9, 6811.9, 866.8, 0, 728.7795, 386.307, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 727.1069, 389.8708, 0, 1187
Farley, 0.1, 10187.9, 9085.6, 1096.9, 0, 727.1069, 340.8219, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 723.6981, 498.0394, 0, 926
Farley, 0.1, 3115.3, 2808.1, 304.8, 0, 723.6981, 493.4306, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 721.7296, 492.9557, 0, 1024
Farley, 0.2, 20773.0, 18084.3, 2680.6, 0, 721.7296, 478.7982, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 720.4876, 533.5782, 0, 636
Farley, 0.2, 6582.7, 5806.4, 771.9, 0, 720.4876, 439.9413, 0, Not Applicable
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 714.7034, 487.7171, 0, 957
