Instance, X-n157-k13
capacity, 12
min_trucks, 13
output_file, output_uchoa/X-n157-k13-SPPRC.log
Start date, 2022-06-23
Start time, 11-13-54
capacity, 12
num_vehicles, 13
abort_early, False
methods, ['SPPRC']
max_vars, 1000000
time_limit, 86400
farley, False
initial time, initial max_it, max_stale_it
1e-05, 2000000000.0, 20
heuristic Number of routes, heuristic Best Solution Value, heuristic number of iterations, adjusted time, adjusted max_it
131635, 16876.0, 96533, 0.01, 2000000.0
method, python time, total time, propagated dominance time, unpropagated dominance time, pricing_success, upper_bound, lower_bound, abort_early, num_paths, 
SPPRC, 0.4, 0.0, 0.0, 0.0, 1, 16748.0491, -13196.2449, 0, 1048
SPPRC, 0.2, 0.0, 0.0, 0.0, 1, 16748.0491, 10484.6972, 0, 432
SPPRC, 0.2, 0.0, 0.0, 0.0, 1, 16748.0491, 10938.5785, 0, 404
SPPRC, 0.2, 0.0, 0.0, 0.0, 1, 16691.4922, 7897.3636, 0, 469
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 16691.1244, 13041.3186, 0, 264
SPPRC, 0.2, 0.0, 0.0, 0.0, 1, 16640.7363, 8678.2363, 0, 403
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 16640.7363, 14937.7363, 0, 203
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 16558.2955, 14653.4066, 0, 221
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 16533.8033, 14304.2668, 0, 183
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 16510.96, 14576.7456, 0, 152
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 16503.7154, 14766.4483, 0, 166
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 16487.0389, 15384.4696, 0, 170
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 16454.9678, 15775.8374, 0, 146
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 16428.1361, 15269.3552, 0, 144
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 16413.4624, 15409.1746, 0, 145
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 16403.7814, 15678.6443, 0, 128
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 16375.9307, 15591.5911, 0, 117
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 16357.9142, 15883.7205, 0, 116
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 16348.0007, 15886.731, 0, 101
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 16338.3184, 15908.5926, 0, 100
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 16329.9698, 15952.5302, 0, 89
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 16324.3621, 16097.0447, 0, 69
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 16318.1406, 16076.7576, 0, 63
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 16313.7697, 16104.9749, 0, 54
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 16309.3455, 16143.7724, 0, 40
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 16306.6373, 16210.0211, 0, 41
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 16305.2644, 16231.4772, 0, 26
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 16304.8919, 16290.4988, 0, 27
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 16304.6471, 16287.5369, 0, 14
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 16304.5734, 16278.9649, 0, 9
SPPRC, 0.1, 0.0, 0.0, 0.0, 1, 16304.5155, 16296.7846, 0, 6
SPPRC, 0.0, 0.0, 0.0, 0.0, 1, 16304.4629, 16299.0801, 0, 4
SPPRC, 0.0, 0.0, 0.0, 0.0, 1, 16304.4629, 16302.3512, 0, 1
SPPRC, 0.0, 0.0, 0.0, 0.0, 1, 16304.4565, 16302.834, 0, 2
SPPRC, 0.0, 0.0, 0.0, 0.0, 1, 16304.4554, 16302.9633, 0, 2
SPPRC, 0.0, 0.0, 0.0, 0.0, 1, 16304.451, 16303.8188, 0, 2
SPPRC, 0.0, 0.0, 0.0, 0.0, 1, 16304.4496, 16304.4496, 0, 0
scip_total_time, 1768.133326
Solval, number of paths, impact cutoff
16304.449587991267, 116, 0.0001
Elementary, 2-Cycle, Path Value, Path
False, False, 0.1157, (0, 101, 152, 105, 152, 105, 152, 105, 152, 105, 152, 105, 152, 0)
False, False, 0.1157, (0, 101, 37, 116, 37, 116, 37, 116, 37, 116, 37, 116, 105, 0)
False, False, 0.1111, (0, 13, 63, 64, 63, 64, 63, 64, 63, 64, 63, 13, 148, 0)
False, False, 0.0556, (0, 148, 13, 129, 91, 129, 91, 129, 91, 129, 91, 129, 151, 0)
False, False, 0.1556, (0, 100, 51, 90, 51, 90, 51, 90, 51, 90, 51, 100, 151, 0)
False, False, 0.1111, (0, 18, 107, 52, 134, 10, 39, 58, 39, 10, 134, 155, 84, 0)
False, False, 0.1898, (0, 72, 34, 48, 33, 48, 33, 48, 33, 48, 34, 72, 151, 0)
False, False, 0.0556, (0, 27, 44, 124, 130, 46, 130, 46, 130, 124, 44, 19, 27, 0)
False, False, 0.041, (0, 47, 70, 92, 139, 125, 139, 125, 139, 92, 70, 47, 88, 0)
False, False, 0.1509, (0, 47, 70, 92, 139, 125, 139, 125, 139, 92, 70, 47, 141, 0)
False, True, 0.1667, (0, 96, 102, 86, 94, 104, 145, 127, 104, 94, 86, 102, 96, 0)
False, False, 0.25, (0, 13, 141, 43, 24, 43, 24, 43, 24, 43, 24, 141, 13, 0)
False, False, 0.0556, (0, 27, 19, 44, 124, 44, 124, 44, 124, 44, 19, 116, 37, 0)
False, False, 0.5, (0, 49, 14, 120, 26, 128, 142, 128, 142, 26, 120, 14, 49, 0)
False, False, 0.0556, (0, 27, 19, 44, 124, 111, 132, 111, 132, 111, 102, 96, 71, 0)
False, False, 0.1667, (0, 27, 19, 46, 104, 145, 127, 145, 127, 145, 104, 94, 86, 0)
False, False, 0.1667, (0, 156, 137, 7, 28, 66, 28, 66, 28, 66, 94, 86, 96, 0)
False, False, 0.1667, (0, 156, 137, 7, 28, 66, 28, 66, 28, 66, 94, 86, 102, 0)
False, False, 0.1433, (0, 73, 140, 85, 144, 85, 144, 85, 144, 85, 144, 85, 140, 0)
False, False, 0.1111, (0, 27, 19, 44, 124, 111, 132, 111, 132, 111, 102, 96, 150, 0)
False, False, 0.1111, (0, 148, 13, 64, 63, 64, 63, 64, 63, 64, 63, 64, 13, 0)
False, False, 0.008, (0, 72, 34, 138, 25, 138, 25, 138, 25, 138, 25, 138, 34, 0)
False, False, 0.0303, (0, 88, 57, 5, 126, 1, 117, 1, 117, 1, 126, 70, 47, 0)
False, False, 0.037, (0, 84, 30, 155, 30, 155, 30, 155, 30, 155, 22, 30, 84, 0)
False, False, 0.1991, (0, 151, 113, 82, 11, 77, 45, 77, 45, 77, 11, 82, 113, 0)
False, False, 0.08, (0, 140, 85, 144, 53, 123, 53, 123, 53, 144, 85, 140, 121, 0)
False, False, 0.1667, (0, 96, 102, 132, 111, 132, 111, 132, 111, 132, 102, 96, 150, 0)
False, False, 0.128, (0, 83, 2, 119, 81, 89, 112, 89, 112, 89, 112, 136, 153, 0)
False, False, 0.1467, (0, 143, 54, 6, 121, 135, 21, 135, 21, 135, 121, 6, 54, 0)
False, False, 0.0733, (0, 140, 98, 154, 98, 154, 98, 154, 98, 154, 50, 133, 131, 0)
False, False, 0.2222, (0, 18, 107, 52, 58, 39, 58, 39, 10, 134, 52, 107, 18, 0)
False, False, 0.1296, (0, 84, 30, 155, 22, 155, 22, 155, 22, 155, 22, 30, 84, 0)
False, False, 0.0694, (0, 71, 149, 59, 8, 59, 8, 59, 8, 59, 149, 71, 148, 0)
False, False, 0.1389, (0, 27, 19, 44, 124, 130, 46, 130, 46, 130, 124, 44, 149, 0)
False, False, 0.1444, (0, 151, 129, 91, 129, 91, 129, 91, 129, 91, 129, 91, 151, 0)
False, False, 0.5, (0, 101, 61, 17, 56, 67, 4, 35, 4, 67, 56, 17, 61, 0)
False, False, 0.1111, (0, 84, 30, 155, 22, 30, 22, 30, 22, 30, 22, 30, 84, 0)
False, False, 0.1667, (0, 27, 19, 46, 104, 127, 145, 127, 145, 127, 104, 94, 86, 0)
False, False, 0.0104, (0, 88, 57, 5, 153, 76, 136, 76, 136, 76, 153, 5, 88, 0)
False, False, 0.1176, (0, 88, 57, 5, 153, 76, 136, 76, 136, 76, 153, 83, 100, 0)
False, False, 0.1215, (0, 83, 2, 119, 81, 109, 60, 109, 60, 81, 12, 82, 113, 0)
