Instance, X-n190-k8
capacity, 138
min_trucks, 8
output_file, output_uchoa/X-n190-k8-SPPRC.log
Start date, 2022-06-25
Start time, 04-09-38
capacity, 138
num_vehicles, 8
abort_early, False
methods, ['SPPRC']
max_vars, 1000000
time_limit, 86400
farley, False
initial time, initial max_it, max_stale_it
1e-05, 2000000000.0, 20
heuristic Number of routes, heuristic Best Solution Value, heuristic number of iterations, adjusted time, adjusted max_it
1273525, 17060.0, 190615, 0.1, 200000.0
method, python time, total time, propagated dominance time, unpropagated dominance time, pricing_success, upper_bound, lower_bound, abort_early, num_paths, 
SPPRC, 8.6, 4.3, 3.6, 0.2, 1, 16611.5434, 773.4366, 0, 11405
SPPRC, 17.4, 4.5, 3.8, 0.2, 1, 16611.5434, -8774.9285, 0, 14472
SPPRC, 16.3, 4.5, 3.8, 0.2, 1, 16611.5434, -10830.1589, 0, 14858
SPPRC, 26.1, 4.4, 3.7, 0.2, 1, 16611.5434, -710.8191, 0, 12012
SPPRC, 4.3, 4.0, 3.3, 0.2, 1, 16611.5434, 10321.5282, 0, 5094
SPPRC, 3.5, 4.0, 3.4, 0.2, 1, 16578.6743, 11054.8239, 0, 4881
SPPRC, 4.9, 4.2, 3.5, 0.2, 1, 16573.6463, 12044.0967, 0, 5472
SPPRC, 2.8, 4.0, 3.3, 0.2, 1, 16569.2264, 13580.3651, 0, 3357
SPPRC, 3.2, 4.1, 3.4, 0.2, 1, 16520.4378, 13159.0225, 0, 3847
SPPRC, 2.4, 4.1, 3.4, 0.2, 1, 16512.2478, 13182.1214, 0, 3345
SPPRC, 2.8, 4.0, 3.3, 0.2, 1, 16485.0207, 13156.1189, 0, 3847
SPPRC, 1.4, 3.9, 3.3, 0.2, 1, 16460.1422, 14031.0866, 0, 2387
SPPRC, 2.9, 4.0, 3.3, 0.2, 1, 16373.3493, 13530.3531, 0, 3518
SPPRC, 1.8, 3.9, 3.2, 0.2, 1, 16356.7651, 14402.6844, 0, 2315
SPPRC, 2.5, 3.9, 3.2, 0.2, 1, 16308.5223, 14001.2845, 0, 2600
SPPRC, 1.7, 4.0, 3.3, 0.2, 1, 16302.7073, 13986.3616, 0, 2654
SPPRC, 2.7, 4.0, 3.3, 0.2, 1, 16300.6713, 13816.8376, 0, 2862
SPPRC, 1.1, 4.0, 3.3, 0.2, 1, 16300.6713, 14893.7993, 0, 1674
SPPRC, 2.1, 3.9, 3.3, 0.2, 1, 16292.627, 14933.3551, 0, 1624
SPPRC, 1.1, 3.9, 3.3, 0.2, 1, 16285.3567, 15018.0282, 0, 1412
SPPRC, 1.1, 3.9, 3.2, 0.2, 1, 16281.8522, 14658.458, 0, 1860
SPPRC, 0.8, 3.9, 3.2, 0.2, 1, 16281.0545, 15246.571, 0, 1132
