Instance, X-n153-k22
capacity, 144
min_trucks, 23
output_file, output_uchoa/X-n153-k22-ng20.log
Start date, 2022-06-26
Start time, 01-39-38
capacity, 144
num_vehicles, 23
abort_early, False
methods, ['ng20']
max_vars, 1000000
time_limit, 86400
farley, False
initial time, initial max_it, max_stale_it
1e-05, 2000000000.0, 20
heuristic Number of routes, heuristic Best Solution Value, heuristic number of iterations, adjusted time, adjusted max_it
630, 21223.0, 313, 10.0, 2000.0
method, python time, total time, propagated dominance time, unpropagated dominance time, pricing_success, upper_bound, lower_bound, abort_early, num_paths, 
ng20, 18.2, 28.6, 24.7, 2.8, 1, 21170.6683, -18800.2461, 0, 48201
ng20, 9.7, 3.0, 2.4, 0.2, 1, 21170.4848, -245495.107, 0, 20115
ng20, 42.0, 256.9, 241.2, 13.4, 1, 21167.8977, -481.0723, 0, 71160
ng20, 23.5, 254.7, 240.0, 12.4, 1, 21165.2197, 2029.2404, 0, 53410
ng20, 19.8, 7.2, 6.1, 0.5, 1, 21064.704, -32853.3308, 0, 32237
ng20, 11.3, 127.2, 114.6, 10.5, 1, 21064.704, 10047.5645, 0, 30647
ng20, 12.2, 128.9, 119.9, 6.8, 1, 21028.0241, 8139.8601, 0, 31635
ng20, 11.7, 236.7, 219.0, 14.7, 1, 21018.6804, 10830.4989, 0, 30660
ng20, 5.5, 1206.6, 1141.8, 59.3, 1, 21011.472, 18160.5486, 0, 13228
ng20, 2.6, 897.0, 837.5, 54.5, 1, 20999.0112, 18323.9448, 0, 5313
ng20, 1.9, 675.8, 635.8, 35.4, 1, 20995.6728, 18232.0463, 0, 3931
ng20, 0.7, 1996.2, 1881.3, 107.7, 1, 20994.8384, 19824.1281, 0, 980
ng20, 0.9, 2741.8, 1828.6, 302.1, 1, 20986.1933, 19311.9885, 0, 1143
ng20, 0.4, 2496.1, 2332.5, 155.6, 1, 20985.957, 20463.7148, 0, 222
ng20, 126.2, 6698.2, 2179.5, 1345.0, 1, 20983.5657, 20664.0149, 0, 101
