Instance, X-n167-k10
capacity, 133
min_trucks, 10
output_file, output_uchoa/X-n167-k10-ng20.log
Start date, 2022-06-30
Start time, 11-05-52
capacity, 133
num_vehicles, 10
abort_early, False
methods, ['ng20']
max_vars, 10000
time_limit, 86400
farley, False
initial time, initial max_it, max_stale_it
1, 20000.0, 20
heuristic Number of routes, heuristic Best Solution Value, heuristic number of iterations, adjusted time, adjusted max_it, measured total time
51302, 20557.0, 20000, 1, 20000.0, 20103.7
method, python time, total time, propagated dominance time, unpropagated dominance time, pricing_success, upper_bound, lower_bound, abort_early, num_paths, 
ng20, 5.2, 4.2, 3.1, 0.2, 1, 20381.7579, -19925.3187, 0, 18838
ng20, 4.6, 6.5, 5.3, 0.3, 1, 20381.7579, -5997.6836, 0, 16553
ng20, 4.7, 6.1, 4.9, 0.3, 1, 20381.7579, -7702.3481, 0, 16846
ng20, 4.9, 10.5, 8.6, 0.5, 1, 20381.7579, -3303.8732, 0, 22996
ng20, 5.0, 15.4, 12.6, 0.7, 1, 20381.7579, -1388.7006, 0, 29457
ng20, 5.4, 923.1, 866.8, 43.6, 1, 20381.7579, 10055.6382, 0, 75330
ng20, 5.2, 31.0, 27.2, 1.4, 1, 20381.7579, 3126.6533, 0, 24226
ng20, 5.1, 713.9, 683.2, 19.9, 1, 20381.7579, 10819.9875, 0, 53011
ng20, 5.4, 4345.0, 4128.6, 201.7, 1, 20381.7579, 15754.1569, 0, 45628
ng20, 4.9, 22.2, 19.6, 1.2, 1, 20333.2046, 1852.9729, 0, 16442
ng20, 4.8, 446.4, 411.9, 25.6, 1, 20333.2046, 10054.0746, 0, 53538
ng20, 5.8, 2851.6, 2735.3, 106.9, 1, 20333.2046, 14262.1393, 0, 25601
ng20, 5.0, 2401.3, 2313.6, 73.4, 1, 20333.2046, 13034.373, 0, 74490
ng20, 5.4, 825.1, 775.1, 41.6, 1, 20333.2046, 11300.7539, 0, 53730
ng20, 5.2, 5657.6, 5449.5, 194.4, 1, 20333.2046, 15578.4843, 0, 39857
ng20, 5.5, 9960.7, 9503.0, 439.9, 1, 20333.2046, 17153.2934, 0, 29407
ng20, 6.5, 13460.2, 12805.1, 631.6, 1, 20333.2046, 18000.4157, 0, 10697
ng20, 6.4, 9124.4, 8751.4, 354.1, 1, 20311.9816, 17558.0095, 0, 10450
ng20, 6.0, 15983.2, 15290.4, 663.5, 1, 20309.2828, 16490.3674, 0, 32668
ng20, 2.6, 43653.0, 41309.5, 2293.2, 1, 20309.2828, 18856.0379, 0, 4017
ng20, 5.6, 14466.4, 13820.0, 623.2, 1, 20305.0741, 17715.1442, 0, 13412
ng20, 7.5, 30781.2, 29309.0, 1430.7, 1, 20305.0741, 18404.8932, 0, 12357
ng20, 2.6, 51254.0, 48502.2, 2690.3, 1, 20304.7773, 19099.91, 0, 3024
ng20, 5.9, 29934.4, 28228.1, 1663.4, 1, 20299.6726, 17840.7779, 0, 13711
ng20, 2.2, 54216.2, 50830.0, 3327.3, 1, 20299.6726, 19224.3255, 0, 3194
ng20, 4.3, 30208.3, 28793.2, 1377.1, 1, 20290.2064, 18435.3055, 0, 7529
ng20, 1.0, 71527.2, 67705.0, 3761.4, 1, 20290.2064, 19768.9425, 0, 1078
ng20, 1.2, 45519.3, 43334.9, 2141.9, 1, 20269.3175, 19294.0842, 0, 1611
ng20, 0.9, 57819.8, 54782.9, 2986.0, 1, 20261.6764, 19633.2887, 0, 838
ng20, 0.7, 63513.3, 60288.4, 3158.1, 1, 20260.5008, 19891.1233, 0, 490
ng20, 0.8, 73929.2, 70153.4, 3705.5, 1, 20248.6426, 19970.5607, 0, 311
