Instance, X-n275-k28
capacity, 10
min_trucks, 28
output_file, output_uchoa/X-n275-k28-ng8.log
Start date, 2022-06-30
Start time, 17-16-20
capacity, 10
num_vehicles, 28
abort_early, False
methods, ['ng8']
max_vars, 100
time_limit, 86400
farley, False
ESPPRC_heur, True
initial time, initial max_it, max_stale_it
1, 20000.0, 20
heuristic Number of routes, heuristic Best Solution Value, heuristic number of iterations, adjusted time, adjusted max_it, measured total time
56614, 21245.0, 20000, 1, 20000.0, 20164.7
method, python time, total time, propagated dominance time, unpropagated dominance time, pricing_success, upper_bound, lower_bound, abort_early, num_paths, 
ESPPRC_heur, 0.0, 0.1, 0.0, 0.0, 0, 21070.0765, 14265.8754, True, 529
ESPPRC_heur, 0.0, 0.1, 0.0, 0.0, 0, 21070.0765, 15241.7305, True, 480
ESPPRC_heur, 0.0, 0.1, 0.0, 0.0, 0, 21070.0765, 17913.6018, True, 243
ESPPRC_heur, 0.0, 0.1, 0.0, 0.0, 0, 21070.0765, 20092.9394, True, 119
ESPPRC_heur, 0.0, 0.1, 0.0, 0.0, 0, 21070.0091, 20425.6729, True, 72
ESPPRC_heur, -0.0, 0.1, 0.0, 0.0, 0, 21068.5329, 20737.0578, True, 45
ESPPRC_heur, -0.0, 0.1, 0.0, 0.0, 0, 21066.2793, 20926.2793, True, 19
ESPPRC_heur, -0.0, 0.1, 0.0, 0.0, 0, 21066.1627, 20971.7853, True, 8
ESPPRC_heur, -0.0, 0.1, 0.0, 0.0, 0, 21066.1084, 20960.4616, True, 13
ESPPRC_heur, -0.0, 0.1, 0.0, 0.0, 0, 21065.4738, 20935.0258, True, 6
ESPPRC_heur, -0.0, 0.1, 0.0, 0.0, 0, 21065.4691, 21028.9509, True, 2
ESPPRC_heur, -0.0, 0.1, 0.0, 0.0, 0, 21065.4691, 21049.6162, True, 1
ESPPRC_heur, -0.0, 0.1, 0.0, 0.0, 0, 21065.4619, 21057.7578, True, 1
ng8, 0.0, 1.8, 1.0, 0.4, 1, 21065.4619, 19750.1227, 0, 202
ESPPRC_heur, -0.0, 0.1, 0.0, 0.0, 0, 21039.0135, 20802.9095, True, 35
ESPPRC_heur, -0.0, 0.1, 0.0, 0.0, 0, 21038.6775, 20887.5917, True, 12
ESPPRC_heur, -0.0, 0.1, 0.0, 0.0, 0, 21038.3614, 20939.7968, True, 20
ESPPRC_heur, -0.0, 0.1, 0.0, 0.0, 0, 21038.063, 21021.7162, True, 5
ng8, 0.0, 1.8, 1.0, 0.4, 1, 21038.063, 20806.5496, 0, 121
ESPPRC_heur, -0.0, 0.1, 0.0, 0.0, 0, 21033.6805, 20997.1749, True, 7
ESPPRC_heur, -0.0, 0.1, 0.0, 0.0, 0, 21033.6001, 21027.036, True, 1
ng8, 0.0, 1.8, 1.0, 0.4, 1, 21033.6001, 20938.7824, 0, 44
ng8, 0.0, 1.8, 1.0, 0.4, 1, 21033.4192, 21021.1221, 0, 6
ng8, 0.0, 1.8, 1.0, 0.4, 1, 21033.4192, 21033.4192, 0, 0
scip_total_time, 20198.464034
Solval, number of paths, impact cutoff
21033.419234250803, 175, 0.0001
Elementary, 2-Cycle, Path Value, Path
True, True, 0.3135, (0, 152, 88, 252, 100, 239, 13, 241, 77, 157, 193, 0)
True, True, 0.2711, (0, 206, 230, 158, 118, 166, 229, 122, 150, 170, 90, 0)
True, True, 0.2024, (0, 45, 200, 151, 35, 4, 7, 94, 69, 110, 274, 0)
True, True, 0.3694, (0, 188, 204, 116, 24, 175, 253, 60, 74, 225, 86, 0)
True, True, 0.4785, (0, 104, 194, 257, 222, 236, 180, 120, 91, 109, 184, 0)
True, True, 0.369, (0, 40, 162, 197, 3, 18, 121, 255, 10, 227, 51, 0)
True, True, 0.5152, (0, 33, 208, 155, 189, 256, 55, 248, 234, 211, 34, 0)
True, True, 0.0495, (0, 89, 202, 145, 65, 269, 198, 42, 73, 119, 181, 0)
True, True, 0.5053, (0, 26, 254, 57, 96, 103, 36, 114, 58, 250, 238, 0)
True, True, 0.6306, (0, 272, 159, 89, 145, 202, 177, 133, 221, 147, 16, 0)
True, True, 0.2348, (0, 115, 172, 9, 273, 168, 269, 65, 198, 42, 119, 0)
True, True, 0.0933, (0, 184, 109, 91, 120, 180, 222, 236, 78, 108, 219, 0)
True, True, 0.1382, (0, 219, 108, 78, 66, 270, 81, 174, 223, 263, 54, 0)
True, True, 0.8824, (0, 186, 61, 139, 148, 134, 233, 228, 247, 217, 117, 0)
True, True, 0.0588, (0, 196, 71, 37, 95, 113, 216, 14, 68, 258, 183, 0)
True, True, 0.1813, (0, 27, 257, 194, 222, 236, 180, 120, 91, 109, 184, 0)
True, True, 0.087, (0, 32, 56, 31, 165, 41, 224, 232, 67, 87, 171, 0)
True, True, 0.2201, (0, 179, 246, 2, 25, 260, 244, 142, 182, 250, 238, 0)
True, True, 0.0334, (0, 165, 170, 150, 122, 229, 166, 118, 158, 230, 206, 0)
True, True, 0.2338, (0, 156, 53, 57, 96, 103, 36, 114, 58, 250, 238, 0)
True, True, 0.4282, (0, 104, 226, 146, 107, 27, 168, 273, 9, 172, 115, 0)
True, True, 0.2941, (0, 183, 258, 68, 14, 80, 76, 187, 216, 71, 196, 0)
True, True, 0.1022, (0, 221, 115, 172, 65, 269, 198, 42, 73, 119, 181, 0)
True, True, 0.4781, (0, 30, 17, 203, 105, 205, 143, 52, 93, 239, 13, 0)
True, True, 0.2128, (0, 124, 138, 152, 88, 252, 100, 241, 77, 157, 235, 0)
True, True, 0.1136, (0, 15, 242, 218, 132, 164, 99, 195, 192, 265, 212, 0)
True, True, 0.099, (0, 179, 246, 2, 25, 244, 260, 268, 141, 23, 97, 0)
True, True, 0.1326, (0, 115, 172, 9, 273, 168, 27, 107, 146, 226, 73, 0)
True, True, 0.2099, (0, 21, 136, 185, 262, 207, 135, 84, 20, 79, 92, 0)
True, True, 0.1091, (0, 218, 267, 102, 5, 101, 130, 46, 35, 151, 200, 0)
True, True, 0.1022, (0, 73, 226, 146, 168, 273, 9, 65, 269, 198, 42, 0)
True, True, 0.2678, (0, 231, 271, 264, 153, 154, 237, 70, 259, 72, 131, 0)
True, True, 0.0435, (0, 56, 31, 165, 41, 224, 232, 67, 87, 215, 112, 0)
True, True, 0.3214, (0, 176, 214, 167, 199, 261, 251, 11, 242, 125, 29, 0)
