Instance, X-n439-k37
capacity, 12
min_trucks, 37
output_file, output_uchoa/X-n439-k37-ng20.log
Start date, 2022-07-03
Start time, 20-20-06
capacity, 12
num_vehicles, 37
abort_early, False
methods, ['ng20']
max_vars, 100
time_limit, 86400
farley, False
ESPPRC_heur, True
initial time, initial max_it, max_stale_it
1, 20000.0, 20
heuristic Number of routes, heuristic Best Solution Value, heuristic number of iterations, adjusted time, adjusted max_it, measured total time
243464, 36456.0, 20000, 1, 20000.0, 27060.7
method, python time, total time, propagated dominance time, unpropagated dominance time, pricing_success, upper_bound, lower_bound, abort_early, num_paths, 
ESPPRC_heur, 0.0, 0.3, 0.1, 0.1, 0, 35931.6522, 25650.6529, True, 766
ESPPRC_heur, 0.0, 0.3, 0.1, 0.1, 0, 35931.6522, 29487.9908, True, 601
ESPPRC_heur, 0.0, 0.3, 0.1, 0.1, 0, 35931.6522, 32985.5678, True, 305
ESPPRC_heur, 0.0, 0.3, 0.1, 0.1, 0, 35931.6522, 32478.1824, True, 203
ESPPRC_heur, 0.0, 0.3, 0.1, 0.1, 0, 35931.6522, 31856.6192, True, 154
ESPPRC_heur, 0.0, 0.3, 0.1, 0.1, 0, 35931.6417, 32321.5736, True, 166
ESPPRC_heur, 0.0, 0.3, 0.1, 0.1, 0, 35929.7159, 33984.4517, True, 111
ESPPRC_heur, 0.1, 0.3, 0.1, 0.1, 0, 35928.9627, 34083.6502, True, 91
ESPPRC_heur, 0.1, 0.3, 0.1, 0.1, 0, 35927.951, 35156.7298, True, 61
ESPPRC_heur, 0.0, 0.3, 0.1, 0.1, 0, 35927.2698, 35380.6116, True, 33
ESPPRC_heur, 0.0, 0.3, 0.1, 0.1, 0, 35925.2323, 35766.3117, True, 22
ESPPRC_heur, 0.0, 0.3, 0.1, 0.1, 0, 35925.0924, 35754.3844, True, 9
ESPPRC_heur, 0.0, 0.3, 0.1, 0.1, 0, 35924.6838, 35665.6838, True, 16
ESPPRC_heur, 0.0, 0.3, 0.1, 0.1, 0, 35924.1757, 35664.3868, True, 7
ESPPRC_heur, 0.0, 0.3, 0.1, 0.1, 0, 35923.9113, 35909.6182, True, 4
ng20, 0.1, 3206.6, 2791.1, 387.5, 1, 35923.9103, 34369.0694, 0, 631
ESPPRC_heur, 0.0, 0.3, 0.1, 0.1, 0, 35916.0383, 34944.9594, True, 63
ESPPRC_heur, -0.0, 0.3, 0.1, 0.1, 0, 35916.0383, 34705.0739, True, 44
ESPPRC_heur, -0.0, 0.3, 0.1, 0.1, 0, 35916.029, 35480.5243, True, 11
ESPPRC_heur, -0.0, 0.3, 0.1, 0.1, 0, 35914.2865, 35692.2865, True, 11
ESPPRC_heur, -0.0, 0.3, 0.1, 0.1, 0, 35913.7172, 35772.2486, True, 11
ESPPRC_heur, -0.0, 0.3, 0.1, 0.1, 0, 35913.7133, 35889.6777, True, 1
ng20, 0.1, 3201.9, 2807.1, 370.2, 1, 35913.7133, 34656.9676, 0, 469
ESPPRC_heur, -0.0, 0.3, 0.1, 0.1, 0, 35901.3132, 35699.6703, True, 29
ESPPRC_heur, -0.0, 0.3, 0.1, 0.1, 0, 35901.1831, 35716.1831, True, 7
ESPPRC_heur, -0.0, 0.3, 0.1, 0.1, 0, 35900.5875, 35800.011, True, 4
ESPPRC_heur, -0.0, 0.3, 0.1, 0.1, 0, 35900.4517, 35588.6047, True, 21
ESPPRC_heur, -0.0, 0.3, 0.1, 0.1, 0, 35900.3988, 35869.1844, True, 2
ESPPRC_heur, -0.0, 0.3, 0.1, 0.1, 0, 35900.3837, 35880.7022, True, 1
ng20, 0.1, 3546.2, 3103.6, 415.0, 1, 35900.381, 35149.1428, 0, 323
ESPPRC_heur, 0.0, 0.3, 0.1, 0.1, 0, 35897.5497, 34496.6123, True, 75
ESPPRC_heur, -0.0, 0.3, 0.1, 0.1, 0, 35897.4328, 34424.8282, True, 41
ESPPRC_heur, -0.0, 0.3, 0.1, 0.1, 0, 35897.4019, 35467.698, True, 4
ESPPRC_heur, -0.0, 0.3, 0.1, 0.1, 0, 35897.4019, 35839.745, True, 1
ng20, 0.2, 3274.5, 2869.7, 379.4, 1, 35897.4019, 35610.0091, 0, 199
ESPPRC_heur, -0.0, 0.3, 0.1, 0.1, 0, 35894.4573, 35375.6483, True, 28
ESPPRC_heur, -0.0, 0.3, 0.1, 0.1, 0, 35894.4117, 35591.2184, True, 9
ng20, 0.1, 3393.9, 2970.4, 397.4, 1, 35894.4117, 35474.8866, 0, 143
ng20, 0.1, 3357.5, 2938.5, 393.3, 1, 35894.0564, 35791.1507, 0, 52
ng20, 0.1, 3259.0, 2848.8, 384.9, 1, 35893.8057, 35825.6524, 0, 15
ng20, 0.1, 3391.5, 2969.3, 396.3, 1, 35893.8045, 35893.8045, 0, 0
scip_total_time, 53856.549718
Solval, number of paths, impact cutoff
35893.804469106704, 294, 0.0001
Elementary, 2-Cycle, Path Value, Path
True, True, 0.5455, (0, 81, 0)
True, True, 0.274, (0, 188, 369, 336, 419, 304, 322, 374, 208, 141, 35, 232, 39, 0)
True, True, 0.0217, (0, 203, 201, 76, 119, 127, 102, 87, 29, 158, 191, 129, 261, 0)
True, True, 0.0408, (0, 254, 9, 359, 365, 429, 355, 276, 317, 398, 415, 427, 156, 0)
True, True, 0.1019, (0, 65, 159, 15, 153, 215, 193, 285, 101, 252, 309, 329, 266, 0)
True, True, 0.0159, (0, 58, 161, 361, 331, 220, 240, 340, 108, 330, 19, 248, 430, 0)
True, True, 0.8477, (0, 71, 228, 346, 162, 435, 166, 345, 385, 438, 312, 381, 404, 0)
True, True, 0.4091, (0, 171, 394, 13, 103, 117, 63, 74, 354, 209, 11, 244, 292, 0)
True, True, 0.146, (0, 203, 76, 119, 127, 102, 87, 29, 158, 191, 129, 70, 258, 0)
True, True, 0.823, (0, 107, 306, 314, 148, 20, 111, 68, 69, 85, 12, 48, 180, 0)
True, True, 0.4204, (0, 414, 231, 358, 295, 359, 365, 429, 355, 276, 415, 427, 156, 0)
True, True, 0.475, (0, 175, 73, 157, 135, 177, 152, 408, 302, 255, 327, 389, 343, 0)
True, True, 0.05, (0, 401, 175, 132, 4, 84, 292, 160, 174, 382, 192, 235, 165, 0)
True, True, 0.2227, (0, 333, 31, 5, 426, 367, 1, 6, 131, 176, 204, 25, 146, 0)
True, True, 0.0887, (0, 171, 394, 379, 301, 10, 37, 123, 64, 272, 168, 405, 234, 0)
True, True, 0.0066, (0, 172, 149, 202, 308, 270, 406, 71, 92, 275, 41, 155, 326, 0)
True, True, 0.3938, (0, 283, 323, 246, 138, 376, 47, 286, 350, 341, 98, 137, 251, 0)
True, True, 0.4545, (0, 124, 99, 77, 399, 106, 216, 182, 78, 256, 96, 179, 81, 0)
True, True, 0.628, (0, 172, 202, 308, 270, 406, 155, 41, 275, 92, 260, 26, 326, 0)
True, True, 0.2073, (0, 241, 303, 225, 388, 83, 412, 89, 293, 339, 66, 126, 297, 0)
True, True, 0.3676, (0, 424, 300, 363, 357, 123, 64, 272, 214, 198, 52, 328, 213, 0)
True, True, 0.4256, (0, 154, 91, 118, 173, 88, 210, 22, 56, 75, 196, 140, 1, 0)
True, True, 0.146, (0, 203, 201, 76, 119, 29, 158, 87, 102, 127, 40, 247, 167, 0)
True, True, 0.05, (0, 73, 157, 135, 177, 152, 408, 302, 255, 327, 389, 343, 24, 0)
True, True, 0.2547, (0, 186, 164, 51, 100, 27, 54, 94, 212, 46, 49, 45, 277, 0)
True, True, 0.0119, (0, 406, 228, 346, 162, 435, 166, 345, 385, 438, 312, 381, 404, 0)
True, True, 0.0705, (0, 437, 323, 246, 138, 376, 350, 286, 341, 98, 137, 251, 283, 0)
True, True, 0.1429, (0, 217, 236, 105, 434, 311, 8, 2, 169, 3, 411, 348, 260, 0)
True, True, 0.1304, (0, 316, 114, 279, 213, 424, 300, 363, 356, 290, 368, 417, 259, 0)
True, True, 0.0166, (0, 79, 189, 61, 130, 80, 6, 131, 367, 426, 5, 31, 333, 0)
True, True, 0.1048, (0, 202, 406, 404, 381, 346, 228, 71, 92, 275, 41, 155, 326, 0)
True, True, 0.2019, (0, 238, 305, 32, 82, 147, 143, 60, 104, 185, 294, 318, 23, 0)
True, True, 0.3468, (0, 417, 368, 290, 356, 190, 125, 222, 310, 178, 30, 259, 364, 0)
True, True, 0.2038, (0, 243, 321, 413, 420, 396, 423, 391, 337, 433, 377, 227, 115, 0)
True, True, 0.0179, (0, 348, 411, 410, 267, 386, 299, 223, 349, 425, 133, 370, 3, 0)
True, True, 0.0838, (0, 93, 258, 70, 104, 60, 185, 143, 147, 82, 32, 305, 238, 0)
True, True, 0.0524, (0, 335, 42, 239, 281, 218, 375, 296, 43, 347, 211, 435, 162, 0)
True, True, 0.05, (0, 132, 4, 181, 21, 378, 112, 16, 67, 230, 34, 73, 175, 0)
True, True, 0.2038, (0, 233, 420, 396, 423, 391, 337, 433, 242, 360, 342, 221, 249, 0)
True, True, 0.0042, (0, 115, 227, 377, 221, 342, 242, 360, 241, 280, 393, 237, 195, 0)
True, True, 0.0155, (0, 156, 427, 415, 398, 317, 276, 254, 9, 295, 358, 231, 414, 0)
True, True, 0.177, (0, 69, 277, 45, 94, 212, 46, 49, 247, 40, 201, 203, 167, 0)
True, True, 0.0869, (0, 47, 285, 252, 101, 402, 428, 89, 293, 339, 66, 126, 297, 0)
True, True, 0.0114, (0, 413, 432, 351, 266, 329, 319, 309, 338, 271, 289, 253, 257, 0)
True, True, 0.1379, (0, 417, 368, 290, 356, 190, 125, 222, 310, 178, 291, 313, 265, 0)
True, True, 0.3366, (0, 156, 36, 373, 436, 14, 261, 262, 307, 18, 50, 194, 38, 0)
True, True, 0.061, (0, 372, 264, 352, 315, 86, 225, 388, 409, 110, 303, 245, 280, 0)
True, True, 0.2727, (0, 99, 77, 265, 313, 174, 291, 160, 292, 382, 192, 235, 165, 0)
