Instance, X-n449-k29
capacity, 777
min_trucks, 29
output_file, output_uchoa/X-n449-k29-SPPRC.log
Start date, 2022-06-20
Start time, 12-39-31
capacity, 777
num_vehicles, 29
abort_early, False
methods, ['SPPRC']
max_vars, 1000000
time_limit, 86400
farley, False
initial time, initial max_it, max_stale_it
1e-05, 2000000000.0, 20
heuristic Number of routes, heuristic Best Solution Value, heuristic number of iterations, adjusted time, adjusted max_it
984488, 56010.0, 34935, 0.1, 200000.0
method, python time, total time, propagated dominance time, unpropagated dominance time, pricing_success, upper_bound, lower_bound, abort_early, num_paths, 
SPPRC, 45.8, 975.8, 948.4, 18.7, 1, 54959.4108, 30688.7059, 0, 45537
SPPRC, 18.3, 778.8, 756.1, 14.3, 1, 54926.4462, 30194.1179, 0, 32373
SPPRC, 14.1, 783.8, 762.0, 14.2, 1, 54884.1766, 35997.6423, 0, 26487
SPPRC, 16.4, 1035.3, 1009.5, 17.0, 1, 54822.9091, 40443.0234, 0, 24070
SPPRC, 8.2, 955.5, 932.1, 15.0, 1, 54712.7741, 47039.0004, 0, 15446
SPPRC, 6.4, 906.1, 883.9, 13.9, 1, 54536.3, 42835.4718, 0, 13877
SPPRC, 8.0, 1031.8, 1006.3, 16.6, 1, 54385.9889, 46334.6164, 0, 12645
SPPRC, 6.1, 862.3, 840.1, 13.9, 1, 54240.9943, 46466.8167, 0, 9720
SPPRC, 5.8, 1310.0, 1280.1, 20.2, 1, 54124.6533, 46922.4845, 0, 10931
SPPRC, 5.0, 1019.0, 992.0, 17.2, 1, 54055.4801, 45492.3355, 0, 9631
SPPRC, 3.4, 1103.8, 1077.1, 17.4, 1, 53980.6298, 49581.6027, 0, 6049
SPPRC, 3.0, 852.2, 829.5, 13.8, 1, 53842.6468, 47713.5062, 0, 6300
SPPRC, 3.8, 1029.4, 1003.3, 17.2, 1, 53761.5161, 48883.5449, 0, 5278
SPPRC, 1.9, 905.6, 882.6, 14.4, 1, 53658.801, 50975.3569, 0, 3749
SPPRC, 1.5, 656.9, 638.2, 10.9, 1, 53574.1063, 50387.6638, 0, 2809
SPPRC, 1.7, 792.9, 772.5, 12.3, 1, 53492.4232, 51030.1825, 0, 3012
SPPRC, 1.7, 588.5, 569.2, 11.1, 1, 53444.4651, 50963.1507, 0, 2398
SPPRC, 0.7, 702.6, 683.0, 11.3, 1, 53394.4261, 52022.2971, 0, 1239
SPPRC, 0.9, 831.2, 808.8, 13.3, 1, 53344.4123, 51973.6946, 0, 1138
SPPRC, 0.4, 691.0, 670.0, 11.9, 1, 53315.8175, 52551.3029, 0, 669
SPPRC, 0.3, 761.7, 741.2, 12.3, 1, 53289.8276, 52712.4914, 0, 458
