Instance, X-n167-k10
capacity, 133
min_trucks, 10
output_file, output_uchoa/X-n167-k10-ng8.log
Start date, 2022-06-23
Start time, 05-59-14
capacity, 133
num_vehicles, 10
abort_early, False
methods, ['ng8']
max_vars, 1000000
time_limit, 86400
farley, False
initial time, initial max_it, max_stale_it
1e-05, 2000000000.0, 20
heuristic Number of routes, heuristic Best Solution Value, heuristic number of iterations, adjusted time, adjusted max_it
149341, 20583.0, 23750, 1.0, 20000.0
method, python time, total time, propagated dominance time, unpropagated dominance time, pricing_success, upper_bound, lower_bound, abort_early, num_paths, 
ng8, 2.6, 8.1, 6.8, 0.5, 1, 20319.7436, 8713.6809, 0, 6196
ng8, 3.0, 43.8, 40.2, 1.8, 1, 20314.2491, 15777.6725, 0, 5958
ng8, 2.9, 86.1, 81.7, 2.5, 1, 20296.1526, 16085.3919, 0, 5688
ng8, 1.0, 198.1, 190.3, 4.9, 1, 20296.1526, 18655.6284, 0, 1976
ng8, 2.1, 195.4, 187.9, 4.9, 1, 20277.6164, 17411.8711, 0, 4084
ng8, 1.0, 266.1, 256.4, 6.5, 1, 20277.3025, 18269.9093, 0, 2026
ng8, 0.7, 223.0, 214.2, 5.7, 1, 20256.087, 19207.352, 0, 1300
ng8, 1.4, 239.5, 230.3, 6.1, 1, 20246.4568, 18497.1195, 0, 2727
ng8, 0.3, 363.9, 351.0, 9.1, 1, 20246.4568, 19488.107, 0, 599
ng8, 2.0, 66.9, 62.8, 2.1, 1, 20237.463, 15660.0246, 0, 4253
ng8, 0.6, 252.8, 243.2, 6.3, 1, 20237.463, 19263.5714, 0, 1147
ng8, 0.4, 295.7, 284.2, 7.8, 1, 20237.4209, 19334.7886, 0, 678
ng8, 0.2, 388.2, 374.5, 9.7, 1, 20233.3788, 19709.9019, 0, 450
ng8, 0.7, 214.6, 205.7, 5.7, 1, 20227.6327, 18534.3206, 0, 1486
ng8, 0.6, 239.3, 229.7, 6.2, 1, 20227.4171, 19081.481, 0, 1082
ng8, 0.3, 327.6, 315.6, 8.2, 1, 20227.3256, 19635.2524, 0, 447
ng8, 0.2, 375.8, 362.5, 9.5, 1, 20224.454, 19740.3923, 0, 311
ng8, 0.3, 334.1, 322.4, 8.0, 1, 20218.2309, 19698.706, 0, 444
ng8, 0.2, 430.6, 415.7, 10.8, 1, 20217.4552, 19938.6496, 0, 186
ng8, 3.3, 1.4, 1.1, 0.1, 1, 20211.3148, -44248.872, 0, 10098
ng8, 3.1, 116.1, 110.5, 3.3, 1, 20211.3148, 13891.9566, 0, 7002
ng8, 0.6, 297.8, 287.2, 7.1, 1, 20211.3148, 18401.0113, 0, 1047
ng8, 0.3, 355.3, 342.5, 9.0, 1, 20211.1664, 18620.3393, 0, 670
ng8, 0.5, 315.7, 304.4, 7.8, 1, 20208.7631, 18949.5064, 0, 803
